Protein Group,Protein ID,Accession,Significance,-10lgP,Si5B-Heavy-Hypoxia : Heavy_Area,Si5B-Heavy-Hypoxia : Light_Area,SiCTL-Heavy-Hypoxia : Heavy_Area,SiCTL-Heavy-Hypoxia : Light_Area,SiCTL-Heavy-Normoxia : Heavy_Area,SiCTL-Heavy-Normoxia : Light_Area,Ratio Si5B-Heavy-Hypoxia : Heavy,Ratio Si5B-Heavy-Hypoxia : Light,Ratio SiCTL-Heavy-Hypoxia : Heavy,Ratio SiCTL-Heavy-Hypoxia : Light,Ratio SiCTL-Heavy-Normoxia : Heavy,Ratio SiCTL-Heavy-Normoxia : Light,Group 1(Si5B-Heavy-Hypoxia : Heavy; Si5B-Heavy-Hypoxia : Light)_Area,Group 3(SiCTL-Heavy-Hypoxia : Heavy; SiCTL-Heavy-Hypoxia : Light)_Area,Group 5(SiCTL-Heavy-Normoxia : Heavy; SiCTL-Heavy-Normoxia : Light)_Area,Ratio Group 1(Si5B-Heavy-Hypoxia : Heavy; Si5B-Heavy-Hypoxia : Light),Ratio Group 3(SiCTL-Heavy-Hypoxia : Heavy; SiCTL-Heavy-Hypoxia : Light),Ratio Group 5(SiCTL-Heavy-Normoxia : Heavy; SiCTL-Heavy-Normoxia : Light),Max Ratio,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description,pSILAC H/N ratio,pSILAC Si5B/CTL Hyp ratio,Total H/N ratio,Total Si5B/CTL Hyp ratio,Accession,Gene Name,Species
2281,31280,sp|Q6P587|FAHD1_HUMAN,2.21,65.7,2.04E+05,3.17E+06,1.70E+04,3.82E+06,1.27E+05,9.33E+05,1,15.5,0.08,18.67,0.62,4.56,1.69E+06,1.92E+06,5.30E+05,1,1.14,0.31,3.62,34,4,4,Carbamidomethylation,24843,Acylpyruvase FAHD1  mitochondrial OS=Homo sapiens GN=FAHD1 PE=1 SV=2,0.13,12.06,3.62,0.88,Q6P587,FAHD1,HUMAN
858,11574,sp|P55263|ADK_HUMAN,0.36,151.78,3.62E+06,2.76E+07,1.67E+06,3.43E+07,8.42E+06,2.41E+07,1,7.64,0.46,9.49,2.33,6.67,1.56E+07,1.80E+07,1.63E+07,1,1.15,1.04,1.15,35,13,13,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,40545,Adenosine kinase OS=Homo sapiens GN=ADK PE=1 SV=2,0.20,2.16,1.11,0.87,P55263,ADK,HUMAN
1214,12010,sp|P30566|PUR8_HUMAN,1.48,102.31,4.24E+06,2.01E+07,7.49E+05,1.49E+07,1.97E+06,1.15E+07,1,4.75,0.18,3.51,0.46,2.72,1.22E+07,7.81E+06,6.75E+06,1,0.64,0.55,1.81,25,7,7,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,54889,Adenylosuccinate lyase OS=Homo sapiens GN=ADSL PE=1 SV=2,0.38,5.66,1.16,1.56,P30566,PUR8,HUMAN
2073,12857,sp|Q9NP61|ARFG3_HUMAN,2,84.8,5.25E+06,5.24E+06,1.88E+06,2.22E+06,4.81E+06,3.79E+06,1,1,0.36,0.42,0.92,0.72,5.25E+06,2.05E+06,4.30E+06,1,0.39,0.82,2.56,12,4,4,Deamidation (NQ); 13C(6) 15N(4) Silac label,56928,ADP-ribosylation factor GTPase-activating protein 3 OS=Homo sapiens GN=ARFGAP3 PE=1 SV=1,0.39,2.79,0.48,2.56,Q9NP61,ARFG3,HUMAN
1910,13918,sp|Q9NVJ2|ARL8B_HUMAN,1.99,61.93,3.16E+05,2.42E+06,1.05E+05,8.29E+05,3.06E+05,8.60E+05,1,7.67,0.33,2.63,0.97,2.73,1.37E+06,4.67E+05,5.83E+05,1,0.34,0.43,2.93,8,3,3,13C(6) 15N(2) Silac label,21539,ADP-ribosylation factor-like protein 8B OS=Homo sapiens GN=ARL8B PE=1 SV=1,0.34,3.02,0.80,2.93,Q9NVJ2,ARL8B,HUMAN
1323,11671,sp|P55196|AFAD_HUMAN,3.02,102.36,1.48E+07,7.40E+06,1.30E+06,4.29E+06,2.62E+06,2.19E+07,1,0.5,0.09,0.29,0.18,1.48,1.11E+07,2.80E+06,1.22E+07,1,0.25,1.1,4.38,9,10,10,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,206803,Afadin OS=Homo sapiens GN=AFDN PE=1 SV=3,0.50,11.37,0.23,3.97,P55196,AFAD,HUMAN
635,11322,sp|P14550|AK1A1_HUMAN,2.27,167.2,3.64E+07,6.23E+07,1.29E+07,4.41E+07,1.89E+07,2.89E+07,1,1.71,0.35,1.21,0.52,0.79,4.93E+07,2.85E+07,2.39E+07,1,0.58,0.48,2.06,44,14,12,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,36573,Alcohol dehydrogenase [NADP(+)] OS=Homo sapiens GN=AKR1A1 PE=1 SV=3,0.68,2.82,1.19,1.73,P14550,AK1A1,HUMAN
1472,12049,sp|Q8IZ83|A16A1_HUMAN,3.24,115.96,4.31E+06,1.18E+07,8.19E+05,1.28E+07,1.98E+06,2.60E+06,1,2.75,0.19,2.96,0.46,0.6,8.07E+06,6.79E+06,2.29E+06,1,0.84,0.28,3.53,15,9,9,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(4) Silac label,85127,Aldehyde dehydrogenase family 16 member A1 OS=Homo sapiens GN=ALDH16A1 PE=1 SV=2,0.41,5.26,2.97,1.19,Q8IZ83,A16A1,HUMAN
429,11434,sp|Q04828|AK1C1_HUMAN,1.99,195.72,1.16E+06,7.50E+06,3.69E+05,2.93E+06,5.95E+04,2.15E+05,1,6.49,0.32,2.53,0.05,0.19,4.33E+06,1.65E+06,1.37E+05,1,0.38,0.03,31.51,10,15,2,Carbamidomethylation,36788,Aldo-keto reductase family 1 member C1 OS=Homo sapiens GN=AKR1C1 PE=1 SV=1,6.20,3.13,11.98,2.63,Q04828,AK1C1,HUMAN
1868,12882,sp|Q96C23|GALM_HUMAN,0.9,82.72,2.04E+06,6.21E+06,8.29E+05,7.40E+06,1.31E+06,3.88E+06,1,3.04,0.41,3.63,0.64,1.9,4.13E+06,4.12E+06,2.60E+06,1,1,0.63,1.59,19,4,4,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(4) Silac label,37766,Aldose 1-epimerase OS=Homo sapiens GN=GALM PE=1 SV=1,0.63,2.46,1.59,1.00,Q96C23,GALM,HUMAN
1461,12150,sp|P01023|A2MG_HUMAN,4.44,80.22,4.36E+04,4.62E+07,0,1.24E+07,0,1.54E+07,1,256,0,256,0,256,2.31E+07,6.21E+06,7.71E+06,1,0.27,0.33,3.72,4,6,6,,163290,Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3,#DIV/0!,#DIV/0!,0.81,3.72,P01023,A2MG,HUMAN
109,11068,sp|P12814|ACTN1_HUMAN,3.03,225.74,1.21E+08,1.07E+08,2.06E+07,6.77E+07,2.61E+07,6.41E+07,1,0.89,0.17,0.56,0.22,0.53,1.14E+08,4.42E+07,4.51E+07,1,0.39,0.4,2.57,27,45,24,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,103058,Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 PE=1 SV=2,0.79,5.84,0.98,2.57,P12814,ACTN1,HUMAN
528,11603,sp|P61163|ACTZ_HUMAN,0.99,164.57,7.35E+07,1.46E+08,1.58E+07,1.51E+08,3.37E+07,1.22E+08,1,1.99,0.21,2.05,0.46,1.66,1.10E+08,8.32E+07,7.79E+07,1,0.76,0.71,1.41,58,16,16,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,42614,Alpha-centractin OS=Homo sapiens GN=ACTR1A PE=1 SV=1,0.47,4.66,1.07,1.32,P61163,ACTZ,HUMAN
2153,13089,sp|Q9C0B1|FTO_HUMAN,1.1,46.19,1.39E+06,2.89E+06,6.95E+05,7.83E+05,1.29E+06,1.04E+06,1,2.07,0.5,0.56,0.93,0.75,2.14E+06,7.39E+05,1.17E+06,1,0.35,0.54,2.9,6,2,2,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label,58282,Alpha-ketoglutarate-dependent dioxygenase FTO OS=Homo sapiens GN=FTO PE=1 SV=3,0.54,2.00,0.63,2.90,Q9C0B1,FTO,HUMAN
1699,12192,sp|Q9NVD7|PARVA_HUMAN,6.51,118.65,2.74E+06,7.06E+06,4.63E+05,1.16E+06,2.88E+05,3.81E+05,1,2.58,0.17,0.42,0.11,0.14,4.90E+06,8.09E+05,3.35E+05,1,0.17,0.07,14.65,26,6,6,13C(6) 15N(4) Silac label,42244,Alpha-parvin OS=Homo sapiens GN=PARVA PE=1 SV=1,1.61,5.92,2.42,6.06,Q9NVD7,PARVA,HUMAN
638,11584,sp|P40222|TXLNA_HUMAN,3.11,128.66,1.26E+07,2.19E+07,4.54E+06,9.54E+06,2.32E+07,2.13E+07,1,1.74,0.36,0.76,1.85,1.69,1.72E+07,7.04E+06,2.23E+07,1,0.41,1.29,3.16,33,12,12,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,61891,Alpha-taxilin OS=Homo sapiens GN=TXLNA PE=1 SV=3,0.20,2.77,0.32,2.45,P40222,TXLNA,HUMAN
1408,11638,sp|Q03154|ACY1_HUMAN,2.53,129.69,6.18E+06,1.87E+07,1.32E+06,1.19E+07,2.82E+06,6.90E+06,1,3.02,0.21,1.92,0.46,1.12,1.24E+07,6.59E+06,4.86E+06,1,0.53,0.39,2.56,28,8,8,Carbamidomethylation; 13C(6) 15N(4) Silac label,45885,Aminoacylase-1 OS=Homo sapiens GN=ACY1 PE=1 SV=1,0.47,4.67,1.36,1.89,Q03154,ACY1,HUMAN
1638,12173,sp|Q01433|AMPD2_HUMAN,5.47,80.05,6.41E+06,5.07E+06,2.34E+06,4.50E+06,3.15E+05,4.99E+05,1,0.79,0.37,0.7,0.05,0.08,5.74E+06,3.42E+06,4.07E+05,1,0.6,0.07,14.11,9,7,7,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,100688,AMP deaminase 2 OS=Homo sapiens GN=AMPD2 PE=1 SV=2,7.44,2.74,8.42,1.68,Q01433,AMPD2,HUMAN
2442,13349,sp|P49418|AMPH_HUMAN,4.15,61.29,8.78E+05,1.59E+06,2.74E+04,1.28E+05,1.81E+05,2.69E+05,1,1.82,0.03,0.15,0.21,0.31,1.24E+06,7.78E+04,2.25E+05,1,0.06,0.18,15.88,11,4,4,,76257,Amphiphysin OS=Homo sapiens GN=AMPH PE=1 SV=1,0.15,32.00,0.35,15.88,P49418,AMPH,HUMAN
1786,12593,sp|Q13685|AAMP_HUMAN,3.23,100.7,4.68E+06,2.12E+06,1.51E+06,5.71E+05,3.61E+06,8.54E+05,1,0.45,0.32,0.12,0.77,0.18,3.40E+06,1.04E+06,2.23E+06,1,0.31,0.66,3.27,14,5,5,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,46751,Angio-associated migratory cell protein OS=Homo sapiens GN=AAMP PE=1 SV=2,0.42,3.11,0.47,3.27,Q13685,AAMP,HUMAN
1471,11478,sp|Q9P0K7|RAI14_HUMAN,3.52,138.14,7.12E+06,1.65E+07,3.11E+06,5.84E+06,2.03E+06,3.52E+06,1,2.32,0.44,0.82,0.29,0.49,1.18E+07,4.47E+06,2.78E+06,1,0.38,0.23,4.26,14,10,10,13C(6) 15N(2) Silac label,110041,Ankycorbin OS=Homo sapiens GN=RAI14 PE=1 SV=2,1.53,2.29,1.61,2.64,Q9P0K7,RAI14,HUMAN
1915,12696,sp|Q8IWZ3|ANKH1_HUMAN,1.08,87.69,5.21E+05,3.95E+05,9.65E+04,2.19E+06,6.36E+05,3.69E+05,1,0.76,0.19,4.21,1.22,0.71,4.58E+05,1.14E+06,5.02E+05,1,2.5,1.1,2.5,2,5,4,Carbamidomethylation; 13C(6) 15N(4) Silac label,269455,Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens GN=ANKHD1 PE=1 SV=1,0.15,5.39,2.28,0.40,Q8IWZ3,ANKH1,HUMAN
2046,12710,sp|Q8IV38|ANKY2_HUMAN,2.59,62.54,9.64E+05,9.90E+05,3.94E+05,5.50E+05,2.01E+06,1.30E+06,1,1.03,0.41,0.57,2.08,1.35,9.77E+05,4.72E+05,1.66E+06,1,0.48,1.69,3.51,10,4,4,Carbamidomethylation; 13C(6) 15N(2) Silac label,49299,Ankyrin repeat and MYND domain-containing protein 2 OS=Homo sapiens GN=ANKMY2 PE=1 SV=1,0.20,2.45,0.29,2.07,Q8IV38,ANKY2,HUMAN
487,11457,sp|P20073|ANXA7_HUMAN,1.37,175.68,1.83E+07,1.08E+08,7.37E+06,9.23E+07,5.47E+07,1.06E+08,1,5.92,0.4,5.05,2.99,5.78,6.32E+07,4.98E+07,8.02E+07,1,0.79,1.27,1.61,29,16,15,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(4) Silac label,52739,Annexin A7 OS=Homo sapiens GN=ANXA7 PE=1 SV=3,0.13,2.48,0.62,1.27,P20073,ANXA7,HUMAN
1708,12329,sp|Q10567|AP1B1_HUMAN,1.5,86.2,3.64E+05,2.36E+06,1.35E+05,1.60E+06,1.48E+05,8.84E+05,1,6.48,0.37,4.4,0.41,2.43,1.36E+06,8.68E+05,5.16E+05,1,0.64,0.38,2.64,4,8,4,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,104637,AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1 PE=1 SV=2,0.91,2.70,1.68,1.57,Q10567,AP1B1,HUMAN
1855,12814,sp|O43747|AP1G1_HUMAN,3.83,60.82,1.51E+06,6.19E+06,3.55E+05,1.34E+06,1.48E+06,5.31E+06,1,4.11,0.24,0.89,0.98,3.53,3.85E+06,8.46E+05,3.40E+06,1,0.22,0.88,4.55,4,3,3,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,91351,AP-1 complex subunit gamma-1 OS=Homo sapiens GN=AP1G1 PE=1 SV=5,0.24,4.24,0.25,4.55,O43747,AP1G1,HUMAN
1865,13868,sp|P61966|AP1S1_HUMAN,2.25,53.44,2.64E+06,4.85E+06,1.10E+06,3.43E+06,1.10E+05,1.41E+05,1,1.84,0.42,1.3,0.04,0.05,3.74E+06,2.27E+06,1.26E+05,1,0.61,0.03,29.83,16,2,2,13C(6) 15N(4) Silac label,18733,AP-1 complex subunit sigma-1A OS=Homo sapiens GN=AP1S1 PE=1 SV=1,9.94,2.40,18.05,1.65,P61966,AP1S1,HUMAN
1340,12700,sp|P56377|AP1S2_HUMAN,2.29,82.85,1.08E+06,4.37E+06,5.14E+05,1.40E+06,1.43E+06,6.25E+05,1,4.03,0.47,1.29,1.32,0.58,2.72E+06,9.58E+05,1.03E+06,1,0.35,0.38,2.84,22,3,3,13C(6) 15N(4) Silac label,18615,AP-1 complex subunit sigma-2 OS=Homo sapiens GN=AP1S2 PE=1 SV=1,0.36,2.11,0.93,2.84,P56377,AP1S2,HUMAN
1571,13910,sp|P02656|APOC3_HUMAN,2.01,71.63,2.50E+05,1.62E+07,1.11E+05,3.83E+06,1.09E+03,3.52E+06,1,64.9,0.44,15.32,0,14.07,8.24E+06,1.97E+06,1.76E+06,1,0.24,0.21,4.68,19,2,2,,10852,Apolipoprotein C-III OS=Homo sapiens GN=APOC3 PE=1 SV=1,101.84,2.26,1.12,4.18,P02656,APOC3,HUMAN
1825,12122,sp|Q9ULH1|ASAP1_HUMAN,6.22,78.73,7.78E+05,5.07E+06,1.59E+05,2.90E+05,8.46E+05,1.63E+06,1,6.52,0.2,0.37,1.09,2.09,2.93E+06,2.24E+05,1.24E+06,1,0.08,0.42,13.04,6,5,4,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,125498,Arf-GAP with SH3 domain  ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ASAP1 PE=1 SV=4,0.19,4.90,0.18,13.04,Q9ULH1,ASAP1,HUMAN
598,11132,sp|P54136|SYRC_HUMAN,3.79,188.97,6.03E+07,1.45E+08,1.55E+07,8.98E+07,1.75E+07,4.48E+07,1,2.41,0.26,1.49,0.29,0.74,1.03E+08,5.27E+07,3.11E+07,1,0.51,0.3,3.3,42,24,24,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,75379,Arginine--tRNA ligase  cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2,0.89,3.89,1.69,1.95,P54136,SYRC,HUMAN
2803,14267,sp|P04424|ARLY_HUMAN,2.11,36.37,4.32E+05,0,2.18E+04,7.09E+04,0,0,1,0,0.05,0.16,0,0,2.16E+05,4.63E+04,0,1,0.21,0,256,5,2,2,13C(6) 15N(4) Silac label,51658,Argininosuccinate lyase OS=Homo sapiens GN=ASL PE=1 SV=4,#DIV/0!,19.81,#DIV/0!,4.66,P04424,ARLY,HUMAN
777,11564,sp|P08243|ASNS_HUMAN,2.02,172.32,4.68E+06,4.42E+07,2.28E+06,5.92E+07,4.02E+06,2.44E+07,1,9.44,0.49,12.64,0.86,5.22,2.44E+07,3.07E+07,1.42E+07,1,1.26,0.58,2.16,28,14,14,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label,64370,Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4,0.57,2.05,2.16,0.79,P08243,ASNS,HUMAN
445,11349,sp|P14868|SYDC_HUMAN,1.46,180.39,7.88E+07,8.49E+07,3.01E+07,1.02E+08,2.84E+07,6.91E+07,1,1.08,0.38,1.29,0.36,0.88,8.19E+07,6.60E+07,4.87E+07,1,0.81,0.6,1.68,43,19,19,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,57136,Aspartate--tRNA ligase  cytoplasmic OS=Homo sapiens GN=DARS PE=1 SV=2,1.06,2.62,1.35,1.24,P14868,SYDC,HUMAN
979,11433,sp|Q9ULA0|DNPEP_HUMAN,1.78,166.7,1.08E+07,4.82E+07,3.65E+06,2.89E+07,8.98E+06,2.63E+07,1,4.47,0.34,2.67,0.83,2.44,2.95E+07,1.63E+07,1.76E+07,1,0.55,0.6,1.82,37,13,13,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,52428,Aspartyl aminopeptidase OS=Homo sapiens GN=DNPEP PE=1 SV=1,0.41,2.95,0.92,1.82,Q9ULA0,DNPEP,HUMAN
547,11396,sp|Q8WWM7|ATX2L_HUMAN,3.33,160.5,2.08E+08,6.70E+07,1.11E+07,6.67E+07,3.62E+07,5.29E+07,1,0.32,0.05,0.32,0.17,0.25,1.38E+08,3.89E+07,4.46E+07,1,0.28,0.32,3.54,24,19,18,Oxidation (M); Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,113374,Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2,0.31,18.84,0.87,3.54,Q8WWM7,ATX2L,HUMAN
340,11108,sp|P06576|ATPB_HUMAN,2.2,224.34,1.39E+08,1.81E+08,3.40E+07,4.85E+08,7.23E+07,2.04E+08,1,1.3,0.24,3.48,0.52,1.46,1.60E+08,2.60E+08,1.38E+08,1,1.62,0.86,1.88,54,23,23,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,56560,ATP synthase subunit beta  mitochondrial OS=Homo sapiens GN=ATP5B PE=1 SV=3,0.47,4.10,1.88,0.62,P06576,ATPB,HUMAN
1784,13399,sp|P30049|ATPD_HUMAN,0.74,58.49,2.55E+06,8.59E+06,9.42E+05,1.43E+07,3.29E+06,7.95E+06,1,3.37,0.37,5.6,1.29,3.12,5.57E+06,7.62E+06,5.62E+06,1,1.37,1.01,1.37,27,3,3,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,17490,ATP synthase subunit delta  mitochondrial OS=Homo sapiens GN=ATP5D PE=1 SV=2,0.29,2.71,1.35,0.73,P30049,ATPD,HUMAN
1145,11728,sp|P61221|ABCE1_HUMAN,3.6,95.42,4.44E+06,2.83E+07,1.12E+06,7.56E+06,5.08E+06,1.22E+07,1,6.37,0.25,1.7,1.14,2.74,1.64E+07,4.34E+06,8.62E+06,1,0.27,0.53,3.77,23,9,9,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,67314,ATP-binding cassette sub-family E member 1 OS=Homo sapiens GN=ABCE1 PE=1 SV=1,0.22,3.97,0.50,3.77,P61221,ABCE1,HUMAN
1312,11785,sp|Q8NE71|ABCF1_HUMAN,1.36,112.96,1.53E+06,9.27E+06,8.23E+04,6.96E+06,1.84E+06,4.38E+06,1,6.08,0.05,4.56,1.21,2.87,5.40E+06,3.52E+06,3.11E+06,1,0.65,0.58,1.73,16,9,9,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(4) Silac label,95926,ATP-binding cassette sub-family F member 1 OS=Homo sapiens GN=ABCF1 PE=1 SV=2,0.04,18.54,1.13,1.53,Q8NE71,ABCF1,HUMAN
1127,11654,sp|Q9UG63|ABCF2_HUMAN,2.86,131.28,7.02E+06,1.40E+07,2.08E+06,6.38E+06,1.32E+07,1.40E+07,1,1.99,0.3,0.91,1.87,2,1.05E+07,4.23E+06,1.36E+07,1,0.4,1.29,3.21,22,14,14,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,71290,ATP-binding cassette sub-family F member 2 OS=Homo sapiens GN=ABCF2 PE=1 SV=2,0.16,3.38,0.31,2.48,Q9UG63,ABCF2,HUMAN
1920,12726,sp|Q9NUQ8|ABCF3_HUMAN,5.98,78.08,2.77E+06,3.51E+06,1.51E+05,6.58E+05,3.99E+06,3.47E+06,1,1.27,0.05,0.24,1.44,1.25,3.14E+06,4.04E+05,3.73E+06,1,0.13,1.19,9.23,8,3,3,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,79745,ATP-binding cassette sub-family F member 3 OS=Homo sapiens GN=ABCF3 PE=1 SV=2,0.04,18.39,0.11,7.76,Q9NUQ8,ABCF3,HUMAN
1383,11982,sp|P46063|RECQ1_HUMAN,2.55,118.82,4.53E+06,1.01E+07,8.98E+05,5.00E+06,3.43E+06,7.16E+06,1,2.24,0.2,1.1,0.76,1.58,7.33E+06,2.95E+06,5.30E+06,1,0.4,0.72,2.49,16,11,11,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,73457,ATP-dependent DNA helicase Q1 OS=Homo sapiens GN=RECQL PE=1 SV=3,0.26,5.05,0.56,2.49,P46063,RECQ1,HUMAN
533,11149,sp|Q08211|DHX9_HUMAN,2.48,169.04,1.84E+07,1.08E+08,7.38E+06,6.68E+07,1.61E+07,3.98E+07,1,5.89,0.4,3.64,0.87,2.17,6.32E+07,3.71E+07,2.79E+07,1,0.59,0.44,2.26,26,28,28,Carbamidomethylation; Oxidation (M); Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,140958,ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4,0.46,2.49,1.33,1.70,Q08211,DHX9,HUMAN
1986,12772,sp|Q9NVP1|DDX18_HUMAN,3.92,65.02,1.56E+06,7.50E+06,5.26E+05,1.26E+06,9.48E+05,9.94E+05,1,4.8,0.34,0.81,0.61,0.64,4.53E+06,8.92E+05,9.71E+05,1,0.2,0.21,5.08,10,4,4,13C(6) 15N(4) Silac label,75407,ATP-dependent RNA helicase DDX18 OS=Homo sapiens GN=DDX18 PE=1 SV=2,0.55,2.97,0.92,5.08,Q9NVP1,DDX18,HUMAN
907,12110,sp|Q9NUU7|DD19A_HUMAN,2.77,104.95,2.06E+08,1.83E+07,6.18E+07,2.49E+07,1.20E+07,2.48E+07,1,0.09,0.3,0.12,0.06,0.12,1.12E+08,4.33E+07,1.84E+07,1,0.39,0.16,6.1,23,9,9,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,53975,ATP-dependent RNA helicase DDX19A OS=Homo sapiens GN=DDX19A PE=1 SV=1,5.14,3.34,2.35,2.59,Q9NUU7,DD19A,HUMAN
2433,12851,sp|Q9GZR7|DDX24_HUMAN,2.54,48.48,4.66E+05,0,2.99E+04,9.22E+03,0,0,1,0,0.06,0.02,0,0,2.33E+05,1.95E+04,0,1,0.08,0,256,7,3,2,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,96332,ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1,#DIV/0!,15.60,#DIV/0!,11.92,Q9GZR7,DDX24,HUMAN
615,11493,sp|O00148|DX39A_HUMAN,2.7,139.03,6.20E+05,8.64E+06,0,1.19E+06,0,4.86E+05,1,13.93,0,1.91,0,0.78,4.63E+06,5.93E+05,2.43E+05,1,0.13,0.05,19.04,11,14,2,Carbamidomethylation,49130,ATP-dependent RNA helicase DDX39A OS=Homo sapiens GN=DDX39A PE=1 SV=2,#DIV/0!,#DIV/0!,2.44,7.80,O00148,DX39A,HUMAN
1099,11567,sp|Q86XP3|DDX42_HUMAN,2.85,117.3,3.70E+06,8.01E+06,1.06E+06,3.20E+06,6.56E+06,8.47E+06,1,2.17,0.29,0.87,1.78,2.29,5.85E+06,2.13E+06,7.52E+06,1,0.36,1.28,3.53,22,11,11,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,102975,ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1,0.16,3.47,0.28,2.75,Q86XP3,DDX42,HUMAN
2094,13182,sp|Q9H1Y0|ATG5_HUMAN,2.65,61.2,5.94E+07,1.22E+06,2.82E+06,1.24E+05,4.06E+07,6.42E+05,1,0.02,0.05,0,0.68,0.01,3.03E+07,1.47E+06,2.06E+07,1,0.05,0.68,20.59,9,2,2,Deamidation (NQ),32447,Autophagy protein 5 OS=Homo sapiens GN=ATG5 PE=1 SV=2,0.07,21.06,0.07,20.59,Q9H1Y0,ATG5,HUMAN
2550,12973,sp|Q96BY7|ATG2B_HUMAN,0.08,37.64,2.18E+05,3.01E+05,1.03E+05,4.60E+05,2.96E+05,2.79E+05,1,1.38,0.47,2.11,1.36,1.28,2.59E+05,2.82E+05,2.88E+05,1,1.09,1.11,1.11,1,2,2,13C(6) 15N(4) Silac label,232761,Autophagy-related protein 2 homolog B OS=Homo sapiens GN=ATG2B PE=1 SV=5,0.35,2.11,0.98,0.92,Q96BY7,ATG2B,HUMAN
55,11215,sp|Q562R1|ACTBL_HUMAN,2.84,230.7,1.82E+09,4.57E+08,5.15E+08,3.55E+08,2.66E+09,2.81E+08,1,0.25,0.28,0.19,1.46,0.15,1.14E+09,4.35E+08,1.47E+09,1,0.38,1.29,3.38,6,44,3,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,42003,Beta-actin-like protein 2 OS=Homo sapiens GN=ACTBL2 PE=1 SV=2,0.19,3.54,0.30,2.62,Q562R1,ACTBL,HUMAN
