"","ensembl_transcript_short","UTR_ID","alternative_UTR","ensembl_transcript_id","gene_id","V1","V4","V5","V7","hgnc_symbol","ensembl_gene_id"
"211","ENST00000297990","utr_122140","","ENST00000297990.8","NOL6-004","chr9",33473843,33473930,"-","NOL6","ENSG00000165271"
"212","ENST00000298552","utr_127914","","ENST00000298552.7","TSC1-001","chr9",132944543,132944621,"-","TSC1","ENSG00000165699"
"213","ENST00000298552","utr_127915","","ENST00000298552.7","TSC1-001","chr9",132935033,132935095,"-","TSC1","ENSG00000165699"
"214","ENST00000298552","utr_127916","","ENST00000298552.7","TSC1-001","chr9",132928873,132928952,"-","TSC1","ENSG00000165699"
"215","ENST00000298875","utr_185794","","ENST00000298875.8","CPSF2-001","chr14",92121937,92122128,"+","CPSF2","ENSG00000165934"
"216","ENST00000298875","utr_185795","","ENST00000298875.8","CPSF2-001","chr14",92126122,92126180,"+","CPSF2","ENSG00000165934"
"217","ENST00000298875","utr_185796","","ENST00000298875.8","CPSF2-001","chr14",92130951,92130984,"+","CPSF2","ENSG00000165934"
"218","ENST00000299980","utr_210890","","ENST00000299980.8","AP1G1-001","chr16",71808763,71809201,"-","AP1G1","ENSG00000166747"
"219","ENST00000299980","utr_210891","","ENST00000299980.8","AP1G1-001","chr16",71789480,71789482,"-","AP1G1","ENSG00000166747"
"220","ENST00000300087","utr_204294","","ENST00000300087.6","DCTN5-001","chr16",23641392,23641542,"+","DCTN5","ENSG00000166847"
"221","ENST00000300131","utr_165542","","ENST00000300131.7","NAB2-001","chr12",57088894,57089271,"+","NAB2","ENSG00000166886"
"222","ENST00000300177","utr_286659","","ENST00000300177.8","GREM1-201","KI270905.1",4932598,4932755,"+","GREM1","ENSG00000276886"
"223","ENST00000300177","utr_286660","","ENST00000300177.8","GREM1-201","KI270905.1",4945272,4945272,"+","GREM1","ENSG00000276886"
"224","ENST00000300278","utr_265796","","ENST00000300278.8","SON-003","chr21",33543064,33543092,"+","SON","ENSG00000159140"
"225","ENST00000300648","utr_171641","","ENST00000300648.6","GCN1-001","chr12",120194698,120194710,"-","GCN1","ENSG00000089154"
"226","ENST00000301180","utr_162860","","ENST00000301180.9","DIP2B-002","chr12",50505107,50505140,"+","DIP2B","ENSG00000066084"
"227","ENST00000301281","utr_240153","","ENST00000301281.10","UBXN6-002","chr19",4457698,4457822,"-","UBXN6","ENSG00000167671"
"228","ENST00000301396","utr_214454","","ENST00000301396.8","PELP1-201","chr17",4704262,4704337,"-","PELP1","ENSG00000141456"
"229","ENST00000302078","utr_69944","","ENST00000302078.9","PLRG1-003","chr4",154550309,154550397,"-","PLRG1","ENSG00000171566"
"230","ENST00000302503","utr_143905","","ENST00000302503.7","MTCH2-001","chr11",47642466,47642623,"-","MTCH2","ENSG00000109919"
"231","ENST00000302516","utr_210613","","ENST00000302516.9","SF3B3-001","chr16",70523788,70523928,"+","SF3B3","ENSG00000189091"
"232","ENST00000302516","utr_210614","","ENST00000302516.9","SF3B3-001","chr16",70526587,70526656,"+","SF3B3","ENSG00000189091"
"233","ENST00000303305","utr_164886","","ENST00000303305.10","PA2G4-001","chr12",56104319,56104737,"+","PA2G4","ENSG00000170515"
"234","ENST00000303538","utr_63361","","ENST00000303538.12","PDS5A-001","chr4",39977457,39977956,"-","PDS5A","ENSG00000121892"
"235","ENST00000303538","utr_63362","","ENST00000303538.12","PDS5A-001","chr4",39976578,39976617,"-","PDS5A","ENSG00000121892"
"236","ENST00000303887","utr_103885","","ENST00000303887.9","MCM7-001","chr7",100101295,100101940,"-","MCM7","ENSG00000166508"
"237","ENST00000304164","utr_37124","","ENST00000304164.8","MYO1B-001","chr2",191245528,191245611,"+","MYO1B","ENSG00000128641"
"238","ENST00000304164","utr_37125","","ENST00000304164.8","MYO1B-001","chr2",191276887,191276895,"+","MYO1B","ENSG00000128641"
"239","ENST00000304801","utr_90356","","ENST00000304801.5","PGK2-001","chr6",49787188,49787307,"-","PGK2","ENSG00000170950"
"240","ENST00000305123","utr_40439","","ENST00000305123.5","IRS1-001","chr2",226798739,226799759,"-","IRS1","ENSG00000169047"
"241","ENST00000305586","utr_58411","","ENST00000305586.11","FXR1-007","chr3",180912482,180912736,"+","FXR1","ENSG00000114416"
"242","ENST00000305586","utr_58412","","ENST00000305586.11","FXR1-007","chr3",180914652,180914995,"+","FXR1","ENSG00000114416"
"243","ENST00000305586","utr_58413","","ENST00000305586.11","FXR1-007","chr3",180933334,180933386,"+","FXR1","ENSG00000114416"
"244","ENST00000305586","utr_58414","","ENST00000305586.11","FXR1-007","chr3",180935138,180935231,"+","FXR1","ENSG00000114416"
"245","ENST00000305586","utr_58415","","ENST00000305586.11","FXR1-007","chr3",180947865,180947921,"+","FXR1","ENSG00000114416"
"246","ENST00000305885","utr_145398","","ENST00000305885.2","FEN1-001","chr11",61792637,61793028,"+","FEN1","ENSG00000168496"
"247","ENST00000305885","utr_145399","","ENST00000305885.2","FEN1-001","chr11",61795341,61795361,"+","FEN1","ENSG00000168496"
"248","ENST00000307602","utr_113635","","ENST00000307602.8","HOOK3-001","chr8",42896932,42897131,"+","HOOK3","ENSG00000168172"
"249","ENST00000308127","utr_148248","","ENST00000308127.8","SSH3-001","chr11",67303448,67303625,"+","SSH3","ENSG00000172830"
"250","ENST00000308159","utr_207429","","ENST00000308159.9","NUP93-001","chr16",56730105,56730211,"+","NUP93","ENSG00000102900"
"251","ENST00000308159","utr_207430","","ENST00000308159.9","NUP93-001","chr16",56748234,56748247,"+","NUP93","ENSG00000102900"
"252","ENST00000308298","utr_148255","","ENST00000308298.11","SSH3-011","chr11",67303480,67303625,"+","SSH3","ENSG00000172830"
"253","ENST00000308696","utr_40809","","ENST00000308696.10","PSMD1-001","chr2",231056864,231057025,"+","PSMD1","ENSG00000173692"
"254","ENST00000308924","utr_257821","","ENST00000308924.8","U2AF2-002","chr19",55655065,55655104,"+","U2AF2","ENSG00000063244"
"255","ENST00000309035","utr_137152","","ENST00000309035.10","CTBP2-006","chr10",125027760,125027890,"-","CTBP2","ENSG00000175029"
"256","ENST00000309061","utr_240526","","ENST00000309061.11","DUS3L-001","chr19",5791142,5791238,"-","DUS3L","ENSG00000141994"
"257","ENST00000310118","utr_58864","","ENST00000310118.8","PSMD2-001","chr3",184298709,184299266,"+","PSMD2","ENSG00000175166"
"258","ENST00000310441","utr_282182","","ENST00000310441.11","HCFC1-001","chrX",153970841,153971807,"-","HCFC1","ENSG00000172534"
"259","ENST00000311320","utr_147770","","ENST00000311320.8","RIN1-001","chr11",66336403,66336529,"-","RIN1","ENSG00000174791"
"260","ENST00000311487","utr_88395","","ENST00000311487.9","HMGA1-004","chr6",34236873,34236963,"+","HMGA1","ENSG00000137309"
"261","ENST00000311487","utr_88396","","ENST00000311487.9","HMGA1-004","chr6",34237204,34237317,"+","HMGA1","ENSG00000137309"
"262","ENST00000311487","utr_88397","","ENST00000311487.9","HMGA1-004","chr6",34240737,34240780,"+","HMGA1","ENSG00000137309"
"263","ENST00000311502","utr_128589","","ENST00000311502.11","RABL6-009","chr9",136807961,136808196,"+","RABL6","ENSG00000196642"
"264","ENST00000312055","utr_143417","","ENST00000312055.9","CKAP5-201","chr11",46846220,46846308,"-","CKAP5","ENSG00000175216"
"265","ENST00000312055","utr_143418","","ENST00000312055.9","CKAP5-201","chr11",46821232,46821268,"-","CKAP5","ENSG00000175216"
"266","ENST00000312912","utr_29768","","ENST00000312912.9","KDM3A-201","chr2",86441148,86441444,"+","KDM3A","ENSG00000115548"
"267","ENST00000312912","utr_29769","","ENST00000312912.9","KDM3A-201","chr2",86442018,86442047,"+","KDM3A","ENSG00000115548"
"268","ENST00000313115","utr_81445","","ENST00000313115.10","ATOX1-201","chr5",151758552,151758649,"-","ATOX1","ENSG00000177556"
"269","ENST00000313288","utr_61234","","ENST00000313288.8","TACC3-001","chr4",1721539,1721643,"+","TACC3","ENSG00000013810"
"270","ENST00000313288","utr_61235","","ENST00000313288.8","TACC3-001","chr4",1723421,1723421,"+","TACC3","ENSG00000013810"
"271","ENST00000314167","utr_60906","","ENST00000314167.8","GAK-001","chr4",932188,932298,"-","GAK","ENSG00000178950"
"272","ENST00000314191","utr_113785","","ENST00000314191.6","PRKDC-002","chr8",47960127,47960183,"-","PRKDC","ENSG00000253729"
"273","ENST00000314262","utr_61682","","ENST00000314262.10","NOP14-002","chr4",2963320,2963368,"-","NOP14","ENSG00000087269"
"274","ENST00000314367","utr_120643","","ENST00000314367.14","CBWD1-009","chr9",178816,179047,"-","CBWD1","ENSG00000172785"
"275","ENST00000314367","utr_120644","","ENST00000314367.14","CBWD1-009","chr9",177769,177820,"-","CBWD1","ENSG00000172785"
"276","ENST00000314674","utr_94218","","ENST00000314674.7","HBS1L-003","chr6",135054692,135054803,"-","HBS1L","ENSG00000112339"
"277","ENST00000314797","utr_54465","","ENST00000314797.10","COPG1-001","chr3",129249606,129249709,"+","COPG1","ENSG00000181789"
"278","ENST00000315013","utr_71923","","ENST00000315013.9","EXOC3-201","chr5",446149,446205,"+","EXOC3","ENSG00000180104"
"279","ENST00000315456","utr_235111","","ENST00000315456.10","DTNA-004","chr18",34493317,34493514,"+","DTNA","ENSG00000134769"
"280","ENST00000315456","utr_235112","","ENST00000315456.10","DTNA-004","chr18",34679468,34679592,"+","DTNA","ENSG00000134769"
"281","ENST00000315456","utr_235113","","ENST00000315456.10","DTNA-004","chr18",34755976,34755976,"+","DTNA","ENSG00000134769"
"282","ENST00000315554","utr_3284","","ENST00000315554.12","CDC42-002","chr1",22052689,22052742,"+","CDC42","ENSG00000070831"
"283","ENST00000315554","utr_3285","","ENST00000315554.12","CDC42-002","chr1",22078429,22078478,"+","CDC42","ENSG00000070831"
"284","ENST00000315563","utr_135183","","ENST00000315563.10","RRP12-008","chr10",97401232,97401283,"-","RRP12","ENSG00000052749"
"285","ENST00000315717","utr_39297","alternative_5_UTR","ENST00000315717.9","ARPC2-002","chr2",218217094,218217254,"+","ARPC2","ENSG00000163466"
"286","ENST00000315717","utr_39298","alternative_5_UTR","ENST00000315717.9","ARPC2-002","chr2",218217463,218217470,"+","ARPC2","ENSG00000163466"
"287","ENST00000316059","utr_144555","","ENST00000316059.6","ZFP91-003","chr11",58579111,58579281,"+","ZFP91","ENSG00000186660"
"288","ENST00000316403","utr_111996","","ENST00000316403.14","CLU-001","chr8",27614655,27615031,"-","CLU","ENSG00000120885"
"289","ENST00000316403","utr_111997","","ENST00000316403.14","CLU-001","chr8",27610572,27610600,"-","CLU","ENSG00000120885"
"290","ENST00000316629","utr_132405","","ENST00000316629.8","CDK1-201","chr10",60778454,60778570,"+","CDK1","ENSG00000170312"
"291","ENST00000316629","utr_132406","","ENST00000316629.8","CDK1-201","chr10",60780141,60780165,"+","CDK1","ENSG00000170312"
"292","ENST00000316724","utr_32573","","ENST00000316724.9","BIN1-001","chr2",127106944,127107355,"-","BIN1","ENSG00000136717"
"293","ENST00000317147","utr_208374","","ENST00000317147.9","CNOT1-001","chr16",58629728,58629886,"-","CNOT1","ENSG00000125107"
"294","ENST00000317147","utr_208375","","ENST00000317147.9","CNOT1-001","chr16",58599338,58599511,"-","CNOT1","ENSG00000125107"
"295","ENST00000317368","utr_269837","","ENST00000317368.11","AP1B1-002","chr22",29388424,29388583,"-","AP1B1","ENSG00000100280"
"296","ENST00000317368","utr_269838","","ENST00000317368.11","AP1B1-002","chr22",29367244,29367270,"-","AP1B1","ENSG00000100280"
"297","ENST00000317827","utr_113003","","ENST00000317827.8","TACC1-001","chr8",38787204,38787582,"+","TACC1","ENSG00000147526"
"298","ENST00000318787","utr_93465","","ENST00000318787.13","HDDC2-001","chr6",125301933,125301974,"-","HDDC2","ENSG00000111906"
"299","ENST00000319449","utr_83682","","ENST00000319449.8","RUFY1-001","chr5",179550558,179550569,"+","RUFY1","ENSG00000176783"
"300","ENST00000320270","utr_114591","","ENST00000320270.3","RRS1-001","chr8",66429028,66429131,"+","RRS1","ENSG00000179041"
"301","ENST00000320370","utr_36374","","ENST00000320370.11","SSFA2-002","chr2",181891955,181892066,"+","SSFA2","ENSG00000138434"
"302","ENST00000320476","utr_120048","","ENST00000320476.7","SCRIB-001","chr8",143815373,143815379,"-","SCRIB","ENSG00000180900"
"303","ENST00000320580","utr_147685","","ENST00000320580.8","PACS1-001","chr11",66070454,66070486,"+","PACS1","ENSG00000175115"
"304","ENST00000320676","utr_280989","","ENST00000320676.11","RBMX-001","chrX",136880597,136880725,"-","RBMX","ENSG00000147274"
"305","ENST00000320676","utr_280990","","ENST00000320676.11","RBMX-001","chrX",136879428,136879453,"-","RBMX","ENSG00000147274"
"306","ENST00000320699","utr_240524","","ENST00000320699.12","DUS3L-002","chr19",5791142,5791206,"-","DUS3L","ENSG00000141994"
"307","ENST00000320816","utr_73374","","ENST00000320816.10","DAB2-001","chr5",39424804,39425170,"-","DAB2","ENSG00000153071"
"308","ENST00000320816","utr_73375","","ENST00000320816.10","DAB2-001","chr5",39394321,39394421,"-","DAB2","ENSG00000153071"
"309","ENST00000321337","utr_215872","","ENST00000321337.11","SENP3-001","chr17",7561875,7562263,"+","SENP3","ENSG00000161956"
"310","ENST00000321337","utr_215873","","ENST00000321337.11","SENP3-001","chr17",7563066,7563076,"+","SENP3","ENSG00000161956"
"311","ENST00000321919","utr_201901","","ENST00000321919.13","GLYR1-001","chr16",4847266,4847342,"-","GLYR1","ENSG00000140632"
"312","ENST00000322030","utr_127306","","ENST00000322030.12","SET-002","chr9",128689226,128689582,"+","SET","ENSG00000119335"
"313","ENST00000322176","utr_40102","","ENST00000322176.11","DNPEP-008","chr2",219387795,219387907,"-","DNPEP","ENSG00000123992"
"314","ENST00000322213","utr_276798","","ENST00000322213.8","SMC1A-001","chrX",53422601,53422728,"-","SMC1A","ENSG00000072501"
"315","ENST00000322313","utr_32708","","ENST00000322313.8","WDR33-001","chr2",127811012,127811147,"-","WDR33","ENSG00000136709"
"316","ENST00000322313","utr_32709","","ENST00000322313.8","WDR33-001","chr2",127770982,127771004,"-","WDR33","ENSG00000136709"
"317","ENST00000322344","utr_254695","","ENST00000322344.7","PNKP-001","chr19",49867469,49867886,"-","PNKP","ENSG00000039650"
"318","ENST00000322344","utr_254696","","ENST00000322344.7","PNKP-001","chr19",49867205,49867217,"-","PNKP","ENSG00000039650"
"319","ENST00000322535","utr_147678","","ENST00000322535.10","SF3B2-001","chr11",66052336,66052384,"+","SF3B2","ENSG00000087365"
"320","ENST00000322611","utr_72506","","ENST00000322611.3","BASP1-001","chr5",17217560,17217810,"+","BASP1","ENSG00000176788"
"321","ENST00000322611","utr_72507","","ENST00000322611.3","BASP1-001","chr5",17275208,17275216,"+","BASP1","ENSG00000176788"
"322","ENST00000322805","utr_286662","","ENST00000322805.5","GREM1-202","KI270905.1",4932598,4932755,"+","GREM1","ENSG00000276886"
"323","ENST00000322805","utr_286663","","ENST00000322805.5","GREM1-202","KI270905.1",4945272,4945272,"+","GREM1","ENSG00000276886"
"324","ENST00000323492","utr_37863","alternative_5_UTR","ENST00000323492.11","CASP8-012","chr2",201260500,201260613,"+","CASP8","ENSG00000064012"
"325","ENST00000323492","utr_37864","alternative_5_UTR","ENST00000323492.11","CASP8-012","chr2",201266461,201266486,"+","CASP8","ENSG00000064012"
"326","ENST00000323571","utr_221986","","ENST00000323571.8","WIPF2-001","chr17",40219322,40219492,"+","WIPF2","ENSG00000171475"
"327","ENST00000323571","utr_221987","","ENST00000323571.8","WIPF2-001","chr17",40256391,40256459,"+","WIPF2","ENSG00000171475"
"328","ENST00000323786","utr_210585","","ENST00000323786.9","COG4-001","chr16",70523544,70523565,"-","COG4","ENSG00000103051"
"329","ENST00000323959","utr_142450","","ENST00000323959.8","CSTF3-001","chr11",33161326,33161465,"-","CSTF3","ENSG00000176102"
"330","ENST00000324096","utr_245233","","ENST00000324096.8","MAP1S-001","chr19",17719352,17719502,"+","MAP1S","ENSG00000130479"
"331","ENST00000324196","utr_56748","","ENST00000324196.9","MBNL1-203","chr3",152299405,152300193,"+","MBNL1","ENSG00000152601"
"332","ENST00000324210","utr_56731","","ENST00000324210.9","MBNL1-004","chr3",152268963,152269092,"+","MBNL1","ENSG00000152601"
"333","ENST00000324210","utr_56732","","ENST00000324210.9","MBNL1-004","chr3",152299405,152300193,"+","MBNL1","ENSG00000152601"
"334","ENST00000324262","utr_237997","","ENST00000324262.8","CNDP2-001","chr18",74496208,74496431,"+","CNDP2","ENSG00000133313"
"335","ENST00000324262","utr_237998","","ENST00000324262.8","CNDP2-001","chr18",74499882,74499973,"+","CNDP2","ENSG00000133313"
"336","ENST00000324301","utr_238029","","ENST00000324301.12","CNDP2-006","chr18",74499861,74499973,"+","CNDP2","ENSG00000133313"
"337","ENST00000325207","utr_137647","","ENST00000325207.9","RIC8A-001","chr11",208530,208854,"+","RIC8A","ENSG00000177963"
"338","ENST00000325222","utr_108364","alternative_5_UTR","ENST00000325222.8","CUL1-002","chr7",148698912,148699029,"+","CUL1","ENSG00000055130"
"339","ENST00000325222","utr_108365","alternative_5_UTR","ENST00000325222.8","CUL1-002","chr7",148729962,148730122,"+","CUL1","ENSG00000055130"
"340","ENST00000325234","utr_146396","","ENST00000325234.5","PLCB3-004","chr11",64251575,64251649,"+","PLCB3","ENSG00000149782"
"341","ENST00000325307","utr_281450","alternative_5_UTR","ENST00000325307.11","HMGB3-001","chrX",150983286,150983376,"+","HMGB3","ENSG00000029993"
"342","ENST00000325307","utr_281451","alternative_5_UTR","ENST00000325307.11","HMGB3-001","chrX",150985595,150985599,"+","HMGB3","ENSG00000029993"
"343","ENST00000325324","utr_74467","","ENST00000325324.10","IPO11-001","chr5",62412767,62412929,"+","IPO11","ENSG00000086200"
"344","ENST00000325324","utr_74468","","ENST00000325324.10","IPO11-001","chr5",62437274,62437279,"+","IPO11","ENSG00000086200"
"345","ENST00000325590","utr_99330","","ENST00000325590.9","AMPH-002","chr7",38631352,38631420,"-","AMPH","ENSG00000078053"
"346","ENST00000325680","utr_184121","","ENST00000325680.11","YLPM1-001","chr14",74763366,74763489,"+","YLPM1","ENSG00000119596"
"347","ENST00000326004","utr_174241","","ENST00000326004.4","HMGB1-003","chr13",30465796,30465938,"-","HMGB1","ENSG00000189403"
"348","ENST00000326004","utr_174242","","ENST00000326004.4","HMGB1-003","chr13",30463681,30463694,"-","HMGB1","ENSG00000189403"
"349","ENST00000326195","utr_86567","","ENST00000326195.12","ABCF1-001","chr6",30571376,30571487,"+","ABCF1","ENSG00000204574"
"350","ENST00000327134","utr_60494","","ENST00000327134.7","PAK2-001","chr3",196739857,196740157,"+","PAK2","ENSG00000180370"
"351","ENST00000327134","utr_60495","","ENST00000327134.7","PAK2-001","chr3",196782626,196782646,"+","PAK2","ENSG00000180370"
"352","ENST00000328257","utr_150050","","ENST00000328257.12","PPME1-001","chr11",74171099,74171421,"+","PPME1","ENSG00000214517"
